Fréquence (Hz)	Niveau (dB)
1792,639160	-66,890205
1798,022461	-73,951790
1803,405762	-78,159721
1808,789062	-78,216751
1814,172363	-74,519943
1819,555664	-79,378448
1824,938965	-93,269058
1830,322266	-81,192329
1835,705566	-85,828476
1841,088867	-78,003593
1846,472168	-77,401901
1851,855469	-66,240509
1857,238770	-62,430855
1862,622070	-64,599014
1868,005371	-56,830341
1873,388672	-58,958324
1878,771973	-54,331570
1884,155273	-59,036434
1889,538574	-59,038181
1894,921875	-57,137970
1900,305176	-62,368351
1905,688477	-58,704933
1911,071777	-57,887825
1916,455078	-58,967468
1921,838379	-60,561005
1927,221680	-55,110291
1932,604980	-54,402023
1937,988281	-66,975151
1943,371582	-63,182236
1948,754883	-61,836002
1954,138184	-54,933487
1959,521484	-54,356457
1964,904785	-60,909538
1970,288086	-53,940453
1975,671387	-52,903854
1981,054688	-51,712547
1986,437988	-54,878147
1991,821289	-51,606480
1997,204590	-51,988838
2002,587891	-48,707722
2007,971191	-44,041073
2013,354492	-45,776733
2018,737793	-49,766319
2024,121094	-47,239384
2029,504395	-46,136795
2034,887695	-40,284813
2040,270996	-34,414490
2045,654297	-18,287024
2051,037598	-13,517674
2056,420898	-21,617510
2061,804199	-33,082935
2067,187500	-39,745758
2072,570801	-45,417145
2077,954102	-49,229523
2083,337402	-49,303921
2088,720703	-50,995438
2094,104004	-47,158699
2099,487305	-49,541985
2104,870605	-49,314270
2110,253906	-46,737068
2115,637207	-54,694031
2121,020508	-58,115803
2126,403809	-64,387283
2131,787109	-56,481701
2137,170410	-52,530167
2142,553711	-57,769886
2147,937012	-56,660007
2153,320312	-54,783192
2158,703613	-53,750099
2164,086914	-60,061317
2169,470215	-57,913559
2174,853516	-57,334713
2180,236816	-54,424103
2185,620117	-50,698662
2191,003418	-50,937443
2196,386719	-59,385529
2201,770020	-51,100597
2207,153320	-52,277550
2212,536621	-59,433704
2217,919922	-51,034363
2223,303223	-56,024982
2228,686523	-57,548595
2234,069824	-71,837456
2239,453125	-58,161636
2244,836426	-57,314732
2250,219727	-57,010845
2255,603027	-56,362675
2260,986328	-57,643799
2266,369629	-58,209854
2271,752930	-56,715454
2277,136230	-59,144958
2282,519531	-61,725155
2287,902832	-64,888451
2293,286133	-66,281837
2298,669434	-62,312130
2304,052734	-67,799583
2309,436035	-66,139870
2314,819336	-64,385872
2320,202637	-62,428120
2325,585938	-57,080734
2330,969238	-54,462410
2336,352539	-55,214191
2341,735840	-53,845524
2347,119141	-52,042191
2352,502441	-53,182503
2357,885742	-55,427120
2363,269043	-59,562714
2368,652344	-55,386456
2374,035645	-50,295612
2379,418945	-50,820694
2384,802246	-47,771000
2390,185547	-43,784374
2395,568848	-50,264973
2400,952148	-49,933563
2406,335449	-50,090656
2411,718750	-50,860550
2417,102051	-54,379066
2422,485352	-52,706169
2427,868652	-50,842896
2433,251953	-44,327492
2438,635254	-40,694366
2444,018555	-36,688770
2449,401855	-31,310091
2454,785156	-14,504001
2460,168457	-5,475422
2465,551758	-8,308347
2470,935059	-23,426737
2476,318359	-39,220047
2481,701660	-42,836121
2487,084961	-49,708321
2492,468262	-43,902069
2497,851562	-45,263149
2503,234863	-41,985924
2508,618164	-43,057220
2514,001465	-45,461155
2519,384766	-49,698162
2524,768066	-56,626957
2530,151367	-53,694599
2535,534668	-53,134239
2540,917969	-59,300571
2546,301270	-59,967518
2551,684570	-48,363533
2557,067871	-50,986214
2562,451172	-56,721870
2567,834473	-54,002068
2573,217773	-58,138031
2578,601074	-55,338467
2583,984375	-53,433075
2589,367676	-60,141796
2594,750977	-58,529732
2600,134277	-54,173504
2605,517578	-57,768669
2610,900879	-62,441769
2616,284180	-65,405655
2621,667480	-55,412434
2627,050781	-53,056755
2632,434082	-53,085072
2637,817383	-56,623730
2643,200684	-53,697094
2648,583984	-54,197296
2653,967285	-61,722942
2659,350586	-56,392799
2664,733887	-54,729595
2670,117188	-57,143841
2675,500488	-56,418640
2680,883789	-51,599426
2686,267090	-57,493641
2691,650391	-60,977238
2697,033691	-56,521015
2702,416992	-53,005955
2707,800293	-56,727917
2713,183594	-64,699348
2718,566895	-63,687431
2723,950195	-66,308884
2729,333496	-65,603691
2734,716797	-61,287258
2740,100098	-58,920197
2745,483398	-62,041523
2750,866699	-61,880405
2756,250000	-58,855247
2761,633301	-57,785210
2767,016602	-61,374599
2772,399902	-64,537422
2777,783203	-61,409451
2783,166504	-63,917736
2788,549805	-58,985607
2793,933105	-55,622978
2799,316406	-61,940994
2804,699707	-57,047985
2810,083008	-61,440201
2815,466309	-55,880638
2820,849609	-54,784740
2826,232910	-52,450176
2831,616211	-53,749161
2836,999512	-52,603046
2842,382812	-47,597553
2847,766113	-46,429466
2853,149414	-39,093475
2858,532715	-40,905632
2863,916016	-24,642303
2869,299316	-17,946686
2874,682617	-21,847754
2880,065918	-35,400394
2885,449219	-37,005943
2890,832520	-43,725105
2896,215820	-45,677589
2901,599121	-48,101604
2906,982422	-47,751423
2912,365723	-53,330982
2917,749023	-58,814266
2923,132324	-52,044117
2928,515625	-50,834675
2933,898926	-61,868130
2939,282227	-55,384754
2944,665527	-57,663860
2950,048828	-51,891998
2955,432129	-58,273670
2960,815430	-56,581055
2966,198730	-53,151588
2971,582031	-58,078484
2976,965332	-63,045097
2982,348633	-62,648994
2987,731934	-62,439877
2993,115234	-65,872131
2998,498535	-67,091469
3003,881836	-64,990845
3009,265137	-65,192421
3014,648438	-58,404797
3020,031738	-55,342415
3025,415039	-55,577560
3030,798340	-51,247513
3036,181641	-50,844620
3041,564941	-62,187508
3046,948242	-59,476936
3052,331543	-63,985771
3057,714844	-56,203976
3063,098145	-58,324177
3068,481445	-60,786274
3073,864746	-62,039970
3079,248047	-57,313129
3084,631348	-56,376106
3090,014648	-59,227818
3095,397949	-64,016617
3100,781250	-68,399300
3106,164551	-65,672707
3111,547852	-64,361534
3116,931152	-63,463005
3122,314453	-58,184059
3127,697754	-59,070969
3133,081055	-64,293442
3138,464355	-64,178871
3143,847656	-59,045536
3149,230957	-59,104141
3154,614258	-63,564224
3159,997559	-59,515514
3165,380859	-60,312477
3170,764160	-63,432541
3176,147461	-62,335087
3181,530762	-65,445915
3186,914062	-58,129829
3192,297363	-57,331654
3197,680664	-59,311562
3203,063965	-56,159958
3208,447266	-52,176846
3213,830566	-52,655891
3219,213867	-51,375271
3224,597168	-51,117687
3229,980469	-53,631199
3235,363770	-51,767509
3240,747070	-56,948265
3246,130371	-51,455414
3251,513672	-50,051014
3256,896973	-39,955700
3262,280273	-33,281071
3267,663574	-33,629292
3273,046875	-25,536903
3278,430176	-14,273362
3283,813477	-14,107924
3289,196777	-26,070822
3294,580078	-41,695377
3299,963379	-42,183117
3305,346680	-41,128262
3310,729980	-45,400604
3316,113281	-44,557514
3321,496582	-43,916576
3326,879883	-57,525841
3332,263184	-49,866940
3337,646484	-49,181957
3343,029785	-47,735161
3348,413086	-48,511333
3353,796387	-52,532574
3359,179688	-56,719719
3364,562988	-60,761448
3369,946289	-57,042480
3375,329590	-56,913647
3380,712891	-54,620472
3386,096191	-54,479736
3391,479492	-59,039371
3396,862793	-63,319439
3402,246094	-62,422718
3407,629395	-65,488365
3413,012695	-66,105873
3418,395996	-66,558189
3423,779297	-62,182636
3429,162598	-68,513451
3434,545898	-63,251244
3439,929199	-62,638111
3445,312500	-62,676212
3450,695801	-71,133797
3456,079102	-62,798023
3461,462402	-62,767906
3466,845703	-63,752911
3472,229004	-68,405701
3477,612305	-65,583397
3482,995605	-63,613491
3488,378906	-63,250462
3493,762207	-69,089333
3499,145508	-67,604141
3504,528809	-66,299690
3509,912109	-63,935215
3515,295410	-62,039665
3520,678711	-62,735008
3526,062012	-66,207054
3531,445312	-70,655846
3536,828613	-68,235619
3542,211914	-68,911583
3547,595215	-67,277122
3552,978516	-66,560928
3558,361816	-60,675571
3563,745117	-67,868591
3569,128418	-60,751396
3574,511719	-57,690392
3579,895020	-59,824837
3585,278320	-59,678318
3590,661621	-62,733364
3596,044922	-67,413902
3601,428223	-68,603851
3606,811523	-58,411888
3612,194824	-56,427155
3617,578125	-52,845795
3622,961426	-51,836220
3628,344727	-51,938862
3633,728027	-51,737709
3639,111328	-51,417118
3644,494629	-54,255299
3649,877930	-53,799213
3655,261230	-49,998215
3660,644531	-47,893524
3666,027832	-51,110367
3671,411133	-48,524361
3676,794434	-39,082672
3682,177734	-33,651791
3687,561035	-17,268238
3692,944336	-14,444793
3698,327637	-21,460564
3703,710938	-35,131699
3709,094238	-38,883919
3714,477539	-40,579830
3719,860840	-44,009178
3725,244141	-42,825981
3730,627441	-45,795738
3736,010742	-47,233440
3741,394043	-51,408932
3746,777344	-49,199249
3752,160645	-51,876343
3757,543945	-55,720600
3762,927246	-52,696075
3768,310547	-57,836094
3773,693848	-54,163067
3779,077148	-53,416862
3784,460449	-59,582111
3789,843750	-50,691574
3795,227051	-49,674305
3800,610352	-51,123905
3805,993652	-55,912689
3811,376953	-54,418259
3816,760254	-51,581680
3822,143555	-53,019402
3827,526855	-59,589462
3832,910156	-53,924763
3838,293457	-54,720493
3843,676758	-62,516731
3849,060059	-60,134823
3854,443359	-67,844887
3859,826660	-63,674686
3865,209961	-67,541229
3870,593262	-64,336464
3875,976562	-60,030830
3881,359863	-63,136261
3886,743164	-61,166649
3892,126465	-61,815331
3897,509766	-58,839924
3902,893066	-68,640129
3908,276367	-66,124275
3913,659668	-66,196930
3919,042969	-67,738754
3924,426270	-68,250595
3929,809570	-73,449493
3935,192871	-71,771812
3940,576172	-69,465912
3945,959473	-75,235741
3951,342773	-68,877602
3956,726074	-67,010742
3962,109375	-66,202621
3967,492676	-67,965416
3972,875977	-71,940109
3978,259277	-68,870697
3983,642578	-70,201843
3989,025879	-66,372040
3994,409180	-71,453400
3999,792480	-70,049286
4005,175781	-74,122604
4010,559082	-69,740128
4015,942383	-58,491535
4021,325684	-57,141628
4026,708984	-57,637852
4032,092285	-53,719433
4037,475586	-53,271584
4042,858887	-52,282455
4048,242188	-49,974834
4053,625488	-51,807991
4059,008789	-53,159958
4064,392090	-57,008354
4069,775391	-50,538002
4075,158691	-50,974575
4080,541992	-55,230907
4085,925293	-45,855190
4091,308594	-46,959511
4096,691895	-27,747740
4102,075195	-22,475300
4107,458496	-28,866753
4112,841797	-49,789211
4118,225098	-48,915859
4123,608398	-49,190907
4128,991699	-50,775162
4134,375000	-50,796227
4139,758301	-52,322071
4145,141602	-54,161808
4150,524902	-59,373672
4155,908203	-60,158890
4161,291504	-60,740471
4166,674805	-62,297173
4172,058105	-56,251011
4177,441406	-56,594410
4182,824707	-59,658672
4188,208008	-58,993389
4193,591309	-61,633156
4198,974609	-62,868755
4204,357910	-62,642273
4209,741211	-60,450748
4215,124512	-64,829056
4220,507812	-65,621086
4225,891113	-67,377998
4231,274414	-62,374805
4236,657715	-60,659367
4242,041016	-62,191425
4247,424316	-61,987389
4252,807617	-68,963089
4258,190918	-65,497818
4263,574219	-60,984219
4268,957520	-61,143204
4274,340820	-60,718189
4279,724121	-65,578217
4285,107422	-61,723480
4290,490723	-60,138222
4295,874023	-59,348091
4301,257324	-50,746727
4306,640625	-54,162182
4312,023926	-58,296535
4317,407227	-59,826225
4322,790527	-58,909592
4328,173828	-57,574463
4333,557129	-59,054234
4338,940430	-59,979996
4344,323730	-61,141418
4349,707031	-65,719749
4355,090332	-64,920456
4360,473633	-64,437897
4365,856934	-68,143242
4371,240234	-71,099266
4376,623535	-69,866470
4382,006836	-71,181648
4387,390137	-70,685120
4392,773438	-64,867584
4398,156738	-63,271389
4403,540039	-58,700619
4408,923340	-56,844181
4414,306641	-58,870506
4419,689941	-60,669834
4425,073242	-60,403160
4430,456543	-61,965263
4435,839844	-65,352516
4441,223145	-67,577019
4446,606445	-68,283340
4451,989746	-67,697845
4457,373047	-73,222931
4462,756348	-64,875534
4468,139648	-60,257214
4473,522949	-55,164837
4478,906250	-53,614220
4484,289551	-52,713062
4489,672852	-44,675430
4495,056152	-44,050415
4500,439453	-47,362106
4505,822754	-44,900364
4511,206055	-42,697449
4516,589355	-40,589279
4521,972656	-41,409813
4527,355957	-45,777142
4532,739258	-49,677952
4538,122559	-50,439285
4543,505859	-57,036522
4548,889160	-63,571522
4554,272461	-58,068073
4559,655762	-54,110256
4565,039062	-56,268532
4570,422363	-60,986698
4575,805664	-59,327385
4581,188965	-61,144547
4586,572266	-66,294518
4591,955566	-66,943306
4597,338867	-71,436066
4602,722168	-71,337219
4608,105469	-71,193718
4613,488770	-68,135986
4618,872070	-67,454353
4624,255371	-69,681366
4629,638672	-69,125839
4635,021973	-74,366104
4640,405273	-71,496178
4645,788574	-67,099625
4651,171875	-66,073563
4656,555176	-71,000290
4661,938477	-73,478775
4667,321777	-68,336578
4672,705078	-67,090202
4678,088379	-71,673111
4683,471680	-71,220207
4688,854980	-68,210609
4694,238281	-62,764435
4699,621582	-57,928341
4705,004883	-53,905846
4710,388184	-52,219730
4715,771484	-54,113056
4721,154785	-60,099072
4726,538086	-58,281860
4731,921387	-62,192101
4737,304688	-68,368530
4742,687988	-84,144531
4748,071289	-68,861443
4753,454590	-74,416565
4758,837891	-78,319672
4764,221191	-70,314110
4769,604492	-72,479973
4774,987793	-74,304253
4780,371094	-73,418686
4785,754395	-73,351151
4791,137695	-73,125984
4796,520996	-75,248802
4801,904297	-72,133293
4807,287598	-66,482498
4812,670898	-66,979401
4818,054199	-73,647148
4823,437500	-68,475410
4828,820801	-67,440437
4834,204102	-69,197784
4839,587402	-72,433281
4844,970703	-65,400017
4850,354004	-67,963593
4855,737305	-63,845303
4861,120605	-61,149696
4866,503906	-56,631588
4871,887207	-56,711067
4877,270508	-57,114273
4882,653809	-53,648308
4888,037109	-53,220661
4893,420410	-57,543011
4898,803711	-47,242489
4904,187012	-49,875095
4909,570312	-44,838398
4914,953613	-36,453545
4920,336914	-27,012218
4925,720215	-28,366253
4931,103516	-40,079372
4936,486816	-44,454144
4941,870117	-51,408638
4947,253418	-49,767994
4952,636719	-52,550179
4958,020020	-53,021915
4963,403320	-51,031540
4968,786621	-55,217411
4974,169922	-53,910442
4979,553223	-54,088337
4984,936523	-56,476772
4990,319824	-58,001987
4995,703125	-57,540730
5001,086426	-61,336349
5006,469727	-71,737228
5011,853027	-70,439484
5017,236328	-66,506607
5022,619629	-71,033302
5028,002930	-64,115257
5033,386230	-66,632622
5038,769531	-69,318169
5044,152832	-65,987946
5049,536133	-65,123009
5054,919434	-64,889397
5060,302734	-69,160667
5065,686035	-67,304756
5071,069336	-70,794807
5076,452637	-72,630707
5081,835938	-67,031715
5087,219238	-68,449036
5092,602539	-65,569649
5097,985840	-81,369186
5103,369141	-71,496719
5108,752441	-70,088707
5114,135742	-69,884476
5119,519043	-72,289162
5124,902344	-70,891800
5130,285645	-70,330017
5135,668945	-73,259689
5141,052246	-74,612099
5146,435547	-75,904327
5151,818848	-78,232918
5157,202148	-72,483017
5162,585449	-80,134567
5167,968750	-79,238235
5173,352051	-78,159821
5178,735352	-78,592201
5184,118652	-80,398399
5189,501953	-75,442078
5194,885254	-71,138908
5200,268555	-72,264313
5205,651855	-73,745567
5211,035156	-74,958992
5216,418457	-76,730469
5221,801758	-76,460335
5227,185059	-68,623199
5232,568359	-65,908913
5237,951660	-71,756927
5243,334961	-75,205635
5248,718262	-63,077835
5254,101562	-59,831577
5259,484863	-61,920383
5264,868164	-61,611481
5270,251465	-63,427052
5275,634766	-58,119499
5281,018066	-58,729546
5286,401367	-56,227707
5291,784668	-59,927422
5297,167969	-60,602242
5302,551270	-53,114132
5307,934570	-46,400761
5313,317871	-44,793514
5318,701172	-47,126785
5324,084473	-33,692070
5329,467773	-27,589634
5334,851074	-29,156729
5340,234375	-37,296108
5345,617676	-43,761360
5351,000977	-52,079933
5356,384277	-53,284584
5361,767578	-53,636707
5367,150879	-60,189919
5372,534180	-68,881859
5377,917480	-62,442341
5383,300781	-58,622250
5388,684082	-58,336464
5394,067383	-60,498165
5399,450684	-64,020653
5404,833984	-66,023399
5410,217285	-68,538414
5415,600586	-72,275398
5420,983887	-67,567245
5426,367188	-69,470566
5431,750488	-68,635948
5437,133789	-67,415573
5442,517090	-68,473167
5447,900391	-68,452881
5453,283691	-68,334160
5458,666992	-67,957069
5464,050293	-73,130127
5469,433594	-75,903061
5474,816895	-72,490883
5480,200195	-71,978584
5485,583496	-71,322624
5490,966797	-65,332825
5496,350098	-65,571297
5501,733398	-78,418373
5507,116699	-74,205986
5512,500000	-67,352715
5517,883301	-63,976700
5523,266602	-62,420849
5528,649902	-54,509510
5534,033203	-52,479713
5539,416504	-54,863743
5544,799805	-57,508522
5550,183105	-58,733624
5555,566406	-61,758602
5560,949707	-65,818542
5566,333008	-65,007195
5571,716309	-64,554558
5577,099609	-70,730278
5582,482910	-69,260223
5587,866211	-68,786819
5593,249512	-71,493904
5598,632812	-72,781631
5604,016113	-74,874016
5609,399414	-83,424019
5614,782715	-79,712273
5620,166016	-75,367706
5625,549316	-69,313766
5630,932617	-69,079620
5636,315918	-70,065842
5641,699219	-71,589790
5647,082520	-71,929535
5652,465820	-68,655624
5657,849121	-69,562157
5663,232422	-65,611656
5668,615723	-61,995335
5673,999023	-56,807579
5679,382324	-54,903648
5684,765625	-55,617962
5690,148926	-55,711536
5695,532227	-52,499062
5700,915527	-50,999840
5706,298828	-54,372574
5711,682129	-57,688595
5717,065430	-50,694046
5722,448730	-49,370281
5727,832031	-49,624485
5733,215332	-48,090736
5738,598633	-29,326855
5743,981934	-25,097553
5749,365234	-30,370268
5754,748535	-39,083576
5760,131836	-51,141041
5765,515137	-54,458447
5770,898438	-52,814602
5776,281738	-57,579967
5781,665039	-52,680859
5787,048340	-53,438690
5792,431641	-56,669483
5797,814941	-63,711235
5803,198242	-59,459221
5808,581543	-61,170525
5813,964844	-63,471783
5819,348145	-62,228756
5824,731445	-63,275253
5830,114746	-63,152702
5835,498047	-66,231369
5840,881348	-62,777042
5846,264648	-64,655327
5851,647949	-69,662384
5857,031250	-73,567497
5862,414551	-71,359283
5867,797852	-69,355682
5873,181152	-69,091446
5878,564453	-74,344772
5883,947754	-80,019661
5889,331055	-79,754311
5894,714355	-78,629539
5900,097656	-79,201981
5905,480957	-82,740273
5910,864258	-84,953827
5916,247559	-79,890442
5921,630859	-82,552422
5927,014160	-87,226303
5932,397461	-84,224236
5937,780762	-82,825737
5943,164062	-80,950302
5948,547363	-80,645348
5953,930664	-81,705559
5959,313965	-85,313042
5964,697266	-77,745491
5970,080566	-81,683578
5975,463867	-90,061470
5980,847168	-84,813622
5986,230469	-85,995033
5991,613770	-83,786438
5996,997070	-82,302528
6002,380371	-88,168938
6007,763672	-89,836182
6013,146973	-82,347908
6018,530273	-76,200005
6023,913574	-73,169197
6029,296875	-73,815331
6034,680176	-72,542122
6040,063477	-71,288910
6045,446777	-76,911224
6050,830078	-76,585190
6056,213379	-71,107040
6061,596680	-70,500458
6066,979980	-68,673370
6072,363281	-68,806824
6077,746582	-64,882767
6083,129883	-62,867493
6088,513184	-64,596642
6093,896484	-59,760414
6099,279785	-59,062225
6104,663086	-62,689304
6110,046387	-63,586487
6115,429688	-55,181805
6120,812988	-52,689285
6126,196289	-48,626007
6131,579590	-47,014591
6136,962891	-45,987072
6142,346191	-46,405949
6147,729492	-45,317886
6153,112793	-41,889973
6158,496094	-41,350250
6163,879395	-45,313210
6169,262695	-54,890945
6174,645996	-52,561337
6180,029297	-54,288765
6185,412598	-57,982044
6190,795898	-60,187973
6196,179199	-57,413048
6201,562500	-57,888577
6206,945801	-59,828194
6212,329102	-62,137512
6217,712402	-64,845749
6223,095703	-70,658646
6228,479004	-66,098206
6233,862305	-73,808250
6239,245605	-70,257858
6244,628906	-66,117340
6250,012207	-62,618073
6255,395508	-62,890625
6260,778809	-65,830391
6266,162109	-66,839607
6271,545410	-69,087883
6276,928711	-78,880814
6282,312012	-73,559090
6287,695312	-81,034805
6293,078613	-76,703857
6298,461914	-70,236313
6303,845215	-69,592064
6309,228516	-66,463974
6314,611816	-66,719681
6319,995117	-65,756798
6325,378418	-63,905155
6330,761719	-66,574799
6336,145020	-66,694328
6341,528320	-68,419624
