Fréquence (Hz)	Niveau (dB)
608,312988	-60,028957
613,696289	-57,258457
619,079590	-50,488148
624,462891	-50,347790
629,846191	-60,941860
635,229492	-59,064545
640,612793	-61,964901
645,996094	-70,705452
651,379395	-71,660530
656,762695	-77,242058
662,145996	-76,651794
667,529297	-74,673111
672,912598	-85,630447
678,295898	-82,124939
683,679199	-66,833412
689,062500	-61,918331
694,445801	-60,117455
699,829102	-67,891350
705,212402	-62,073200
710,595703	-55,471161
715,979004	-57,633724
721,362305	-65,352074
726,745605	-65,628006
732,128906	-63,120377
737,512207	-60,938705
742,895508	-57,084549
748,278809	-58,165203
753,662109	-59,935139
759,045410	-60,089272
764,428711	-59,530968
769,812012	-61,079620
775,195312	-71,425842
780,578613	-80,004341
785,961914	-68,214493
791,345215	-63,583622
796,728516	-63,707447
802,111816	-64,453560
807,495117	-60,838463
812,878418	-72,630463
818,261719	-67,223640
823,645020	-56,512486
829,028320	-61,846611
834,411621	-57,636623
839,794922	-68,346703
845,178223	-70,825356
850,561523	-57,226349
855,944824	-62,651131
861,328125	-85,437683
866,711426	-69,192535
872,094727	-65,982834
877,478027	-66,869354
882,861328	-63,253456
888,244629	-59,896122
893,627930	-63,479637
899,011230	-68,024803
904,394531	-66,318260
909,777832	-60,911251
915,161133	-59,842537
920,544434	-60,937447
925,927734	-59,335320
931,311035	-57,653889
936,694336	-59,058254
942,077637	-59,593754
947,460938	-60,665695
952,844238	-75,638809
958,227539	-71,064827
963,610840	-59,925602
968,994141	-54,625916
974,377441	-65,928886
979,760742	-54,727585
985,144043	-53,512703
990,527344	-51,611423
995,910645	-64,870453
1001,293945	-55,738728
1006,677246	-55,132523
1012,060547	-51,259201
1017,443848	-51,671490
1022,827148	-61,942642
1028,210449	-51,202705
1033,593750	-58,422379
1038,977051	-52,592796
1044,360352	-52,380192
1049,743652	-59,598339
1055,126953	-58,657661
1060,510254	-73,286171
1065,893555	-55,985191
1071,276855	-47,975262
1076,660156	-48,265499
1082,043457	-66,066032
1087,426758	-19,680336
1092,810059	-14,140752
1098,193359	-21,399397
1103,576660	-61,937645
1108,959961	-41,389782
1114,343262	-44,921585
1119,726562	-53,141220
1125,109863	-62,165565
1130,493164	-52,216808
1135,876465	-55,752888
1141,259766	-59,695515
1146,643066	-65,633583
1152,026367	-56,559895
1157,409668	-64,071106
1162,792969	-58,935284
1168,176270	-61,126469
1173,559570	-67,164658
1178,942871	-74,643700
1184,326172	-75,864494
1189,709473	-79,617722
1195,092773	-91,185547
1200,476074	-76,573120
1205,859375	-76,143204
1211,242676	-86,521194
1216,625977	-80,345512
1222,009277	-91,620354
1227,392578	-77,669884
1232,775879	-90,281906
1238,159180	-88,558601
1243,542480	-84,312004
1248,925781	-85,372131
1254,309082	-87,301712
1259,692383	-86,968651
1265,075684	-86,006462
1270,458984	-86,761429
1275,842285	-88,867836
1281,225586	-83,687675
1286,608887	-83,243286
1291,992188	-82,223640
1297,375488	-85,143555
1302,758789	-87,743179
1308,142090	-77,031357
1313,525391	-77,777718
1318,908691	-80,020958
1324,291992	-85,052727
1329,675293	-105,183075
1335,058594	-86,900993
1340,441895	-93,390259
1345,825195	-82,116821
1351,208496	-73,221672
1356,591797	-75,022774
1361,975098	-85,787636
1367,358398	-72,141998
1372,741699	-71,912605
1378,125000	-66,361366
1383,508301	-61,279121
1388,891602	-63,337021
1394,274902	-61,226238
1399,658203	-56,291840
1405,041504	-68,896576
1410,424805	-56,808132
1415,808105	-54,371807
1421,191406	-64,782661
1426,574707	-76,148003
1431,958008	-64,813461
1437,341309	-58,833199
1442,724609	-52,115124
1448,107910	-50,083359
1453,491211	-53,305786
1458,874512	-60,132645
1464,257812	-50,931293
1469,641113	-45,529022
1475,024414	-49,033615
1480,407715	-53,797874
1485,791016	-57,189198
1491,174316	-61,913773
1496,557617	-71,349739
1501,940918	-56,488129
1507,324219	-61,674091
1512,707520	-61,586136
1518,090820	-67,695892
1523,474121	-68,279533
1528,857422	-59,813164
1534,240723	-55,431465
1539,624023	-56,925018
1545,007324	-71,079659
1550,390625	-63,995708
1555,773926	-56,410778
1561,157227	-59,247597
1566,540527	-59,056854
1571,923828	-57,918461
1577,307129	-50,802380
1582,690430	-48,509190
1588,073730	-48,457710
1593,457031	-60,532902
1598,840332	-56,333080
1604,223633	-55,228680
1609,606934	-51,192051
1614,990234	-47,945488
1620,373535	-50,391068
1625,756836	-40,524929
1631,140137	-23,659206
1636,523438	-14,292762
1641,906738	-14,877423
1647,290039	-27,943474
1652,673340	-35,368954
1658,056641	-40,526814
1663,439941	-41,874229
1668,823242	-53,382034
1674,206543	-55,484825
1679,589844	-51,453014
1684,973145	-42,325481
1690,356445	-43,269775
1695,739746	-52,213337
1701,123047	-58,102795
1706,506348	-64,625015
1711,889648	-55,354092
1717,272949	-60,358139
1722,656250	-60,077705
1728,039551	-61,350357
1733,422852	-55,818172
1738,806152	-54,321152
1744,189453	-55,960369
1749,572754	-64,136749
1754,956055	-61,878323
1760,339355	-60,972801
1765,722656	-64,617416
1771,105957	-72,812607
1776,489258	-60,907360
1781,872559	-60,333538
1787,255859	-70,012115
1792,639160	-63,273460
1798,022461	-70,018082
1803,405762	-62,552151
1808,789062	-64,875130
1814,172363	-64,489639
1819,555664	-56,991962
1824,938965	-55,349026
1830,322266	-68,551308
1835,705566	-59,156059
1841,088867	-54,381485
1846,472168	-52,740807
1851,855469	-52,557926
1857,238770	-56,542858
1862,622070	-63,236683
1868,005371	-65,123581
1873,388672	-69,085434
1878,771973	-63,297401
1884,155273	-60,339748
1889,538574	-73,256111
1894,921875	-56,653469
1900,305176	-58,571873
1905,688477	-63,302032
1911,071777	-61,948826
1916,455078	-67,463081
1921,838379	-53,644302
1927,221680	-54,985134
1932,604980	-55,968384
1937,988281	-51,239468
1943,371582	-45,789803
1948,754883	-46,646061
1954,138184	-48,672981
1959,521484	-54,491001
1964,904785	-61,797985
1970,288086	-54,551197
1975,671387	-55,236942
1981,054688	-65,783485
1986,437988	-56,064548
1991,821289	-52,432468
1997,204590	-54,738926
2002,587891	-61,343697
2007,971191	-60,753777
2013,354492	-52,769466
2018,737793	-52,688953
2024,121094	-59,405968
2029,504395	-57,314770
2034,887695	-57,990517
2040,270996	-56,595901
2045,654297	-59,791500
2051,037598	-66,140961
2056,420898	-64,547066
2061,804199	-54,149162
2067,187500	-55,754265
2072,570801	-55,941219
2077,954102	-62,145111
2083,337402	-55,100555
2088,720703	-82,373634
2094,104004	-53,671864
2099,487305	-52,366302
2104,870605	-47,767227
2110,253906	-66,454193
2115,637207	-46,230278
2121,020508	-47,403946
2126,403809	-49,603214
2131,787109	-52,278835
2137,170410	-59,591541
2142,553711	-42,658188
2147,937012	-39,041374
2153,320312	-41,228378
2158,703613	-48,357918
2164,086914	-38,154774
2169,470215	-41,894623
2174,853516	-34,855396
2180,236816	-8,699765
2185,620117	-3,868995
2191,003418	-11,035157
2196,386719	-31,795094
2201,770020	-36,567661
2207,153320	-43,932083
2212,536621	-53,740463
2217,919922	-40,703575
2223,303223	-42,364262
2228,686523	-45,231915
2234,069824	-37,432423
2239,453125	-36,344597
2244,836426	-40,544811
2250,219727	-50,970440
2255,603027	-44,724373
2260,986328	-44,923546
2266,369629	-58,899349
2271,752930	-51,015003
2277,136230	-50,938877
2282,519531	-50,815750
2287,902832	-48,477325
2293,286133	-51,633614
2298,669434	-70,427254
2304,052734	-59,240101
2309,436035	-61,552765
2314,819336	-62,973515
2320,202637	-58,081871
2325,585938	-58,490444
2330,969238	-56,278316
2336,352539	-56,888733
2341,735840	-56,078709
2347,119141	-53,954044
2352,502441	-64,008621
2357,885742	-61,377644
2363,269043	-68,395363
2368,652344	-63,013752
2374,035645	-64,832413
2379,418945	-59,580936
2384,802246	-62,424541
2390,185547	-69,840118
2395,568848	-64,254890
2400,952148	-65,743874
2406,335449	-76,330742
2411,718750	-61,968742
2417,102051	-53,887741
2422,485352	-52,490814
2427,868652	-64,339371
2433,251953	-55,069702
2438,635254	-54,655544
2444,018555	-58,921051
2449,401855	-59,723789
2454,785156	-57,363644
2460,168457	-67,877701
2465,551758	-58,069229
2470,935059	-64,889503
2476,318359	-62,131760
2481,701660	-60,368088
2487,084961	-57,600628
2492,468262	-59,387321
2497,851562	-59,122498
2503,234863	-65,546623
2508,618164	-58,004307
2514,001465	-56,031967
2519,384766	-58,891491
2524,768066	-63,633720
2530,151367	-64,692848
2535,534668	-66,624153
2540,917969	-61,819981
2546,301270	-61,687122
2551,684570	-72,125671
2557,067871	-70,138275
2562,451172	-84,828957
2567,834473	-82,237160
2573,217773	-77,341064
2578,601074	-74,336655
2583,984375	-66,840729
2589,367676	-72,964424
2594,750977	-63,126198
2600,134277	-56,257839
2605,517578	-56,614136
2610,900879	-64,953377
2616,284180	-66,377350
2621,667480	-62,239605
2627,050781	-53,683994
2632,434082	-56,199989
2637,817383	-48,567047
2643,200684	-43,992603
2648,583984	-47,975918
2653,967285	-63,833996
2659,350586	-57,062969
2664,733887	-49,890873
2670,117188	-46,396736
2675,500488	-45,678036
2680,883789	-46,945080
2686,267090	-63,606346
2691,650391	-46,727821
2697,033691	-48,042702
2702,416992	-44,898441
2707,800293	-43,538036
2713,183594	-49,243145
2718,566895	-32,731411
2723,950195	-19,368048
2729,333496	-7,984510
2734,716797	-9,457158
2740,100098	-24,219292
2745,483398	-49,035240
2750,866699	-38,539658
2756,250000	-37,190739
2761,633301	-46,967094
2767,016602	-45,954235
2772,399902	-43,697788
2777,783203	-45,419659
2783,166504	-49,024673
2788,549805	-46,795448
2793,933105	-47,012291
2799,316406	-50,009369
2804,699707	-52,578938
2810,083008	-53,944603
2815,466309	-48,289192
2820,849609	-52,427269
2826,232910	-49,231434
2831,616211	-56,294136
2836,999512	-58,390266
2842,382812	-60,615795
2847,766113	-57,641102
2853,149414	-58,766838
2858,532715	-59,343754
2863,916016	-58,949177
2869,299316	-61,252380
2874,682617	-62,993874
2880,065918	-74,412041
2885,449219	-66,713326
2890,832520	-58,136169
2896,215820	-51,058022
2901,599121	-50,251991
2906,982422	-52,454674
2912,365723	-53,213039
2917,749023	-50,782215
2923,132324	-54,406902
2928,515625	-63,982807
2933,898926	-66,293518
2939,282227	-63,854275
2944,665527	-65,382111
2950,048828	-57,000858
2955,432129	-55,766106
2960,815430	-63,227688
2966,198730	-60,681854
2971,582031	-58,163563
2976,965332	-68,308151
2982,348633	-75,631645
2987,731934	-66,703171
2993,115234	-69,058067
2998,498535	-70,452141
3003,881836	-62,666584
3009,265137	-63,502872
3014,648438	-61,666569
3020,031738	-66,102356
3025,415039	-62,255367
3030,798340	-62,662209
3036,181641	-75,661552
3041,564941	-67,488777
3046,948242	-62,705280
3052,331543	-60,375557
3057,714844	-64,885986
3063,098145	-71,538788
3068,481445	-70,298271
3073,864746	-69,491241
3079,248047	-69,778847
3084,631348	-77,252419
3090,014648	-75,483688
3095,397949	-69,087936
3100,781250	-73,888741
3106,164551	-70,343872
3111,547852	-67,692986
3116,931152	-63,496788
3122,314453	-65,565849
3127,697754	-67,115318
3133,081055	-63,484291
3138,464355	-65,456276
3143,847656	-67,921700
3149,230957	-75,868805
3154,614258	-74,997078
3159,997559	-65,313293
3165,380859	-65,736778
3170,764160	-65,866173
3176,147461	-63,284092
3181,530762	-61,206989
3186,914062	-60,752972
3192,297363	-55,777073
3197,680664	-56,959759
3203,063965	-51,021137
3208,447266	-48,901669
3213,830566	-49,393974
3219,213867	-59,735256
3224,597168	-58,766407
3229,980469	-50,595497
3235,363770	-55,165230
3240,747070	-52,801723
3246,130371	-71,744255
3251,513672	-47,907845
3256,896973	-32,441639
3262,280273	-35,544258
3267,663574	-32,753078
3273,046875	-13,983373
3278,430176	-9,450747
3283,813477	-17,390293
3289,196777	-34,909557
3294,580078	-47,130558
3299,963379	-53,643227
3305,346680	-47,351055
3310,729980	-53,404213
3316,113281	-68,318047
3321,496582	-52,248680
3326,879883	-44,439316
3332,263184	-49,267040
3337,646484	-53,675194
3343,029785	-51,939445
3348,413086	-70,264587
3353,796387	-59,888569
3359,179688	-53,902973
3364,562988	-54,604458
3369,946289	-56,891289
3375,329590	-57,918617
3380,712891	-57,343712
3386,096191	-53,158779
3391,479492	-56,255470
3396,862793	-71,122086
3402,246094	-62,638508
3407,629395	-67,272392
3413,012695	-76,924217
3418,395996	-66,451912
3423,779297	-62,257923
3429,162598	-66,613792
3434,545898	-90,531273
3439,929199	-78,370132
3445,312500	-77,547455
3450,695801	-67,738747
3456,079102	-77,370995
3461,462402	-66,570892
3466,845703	-61,164307
3472,229004	-61,775425
3477,612305	-62,601528
3482,995605	-69,508713
3488,378906	-65,486755
3493,762207	-63,009926
3499,145508	-59,659081
3504,528809	-63,490601
3509,912109	-72,145126
3515,295410	-60,655338
3520,678711	-63,364178
3526,062012	-65,503258
3531,445312	-65,549782
3536,828613	-56,564342
3542,211914	-57,422104
3547,595215	-58,215603
3552,978516	-59,640141
3558,361816	-64,187576
3563,745117	-60,470104
3569,128418	-56,312294
3574,511719	-59,840485
3579,895020	-71,240677
3585,278320	-68,344749
3590,661621	-71,673141
3596,044922	-88,037552
3601,428223	-71,900879
3606,811523	-65,189079
3612,194824	-61,691639
3617,578125	-56,698181
3622,961426	-54,904850
3628,344727	-59,534790
3633,728027	-65,534729
3639,111328	-62,246365
3644,494629	-76,720184
3649,877930	-68,111229
3655,261230	-61,982975
3660,644531	-60,257381
3666,027832	-63,664745
3671,411133	-65,542572
3676,794434	-53,060425
3682,177734	-49,310951
3687,561035	-56,241219
3692,944336	-60,543499
3698,327637	-64,867165
3703,710938	-65,707268
3709,094238	-80,451935
3714,477539	-77,381683
3719,860840	-71,578705
3725,244141	-63,392635
3730,627441	-59,337322
3736,010742	-55,598713
3741,394043	-59,469498
3746,777344	-49,422157
3752,160645	-53,499725
3757,543945	-65,335106
3762,927246	-61,033978
3768,310547	-62,791538
3773,693848	-53,039379
3779,077148	-47,043186
3784,460449	-51,474510
3789,843750	-52,534389
3795,227051	-52,743641
3800,610352	-40,869503
3805,993652	-35,794147
3811,376953	-37,449837
3816,760254	-22,758005
3822,143555	-13,242818
3827,526855	-16,317362
3832,910156	-34,064976
3838,293457	-42,766247
3843,676758	-47,131001
3849,060059	-45,273952
3854,443359	-46,879997
3859,826660	-55,882492
3865,209961	-47,339264
3870,593262	-45,851349
3875,976562	-57,505463
3881,359863	-48,777821
3886,743164	-52,951950
3892,126465	-66,631981
3897,509766	-63,943279
3902,893066	-56,506004
3908,276367	-55,058201
3913,659668	-61,148846
3919,042969	-76,887527
3924,426270	-63,958271
3929,809570	-60,806038
3935,192871	-66,563370
3940,576172	-68,577248
3945,959473	-72,182365
3951,342773	-66,001511
3956,726074	-69,606781
3962,109375	-66,749504
3967,492676	-64,523361
3972,875977	-67,339050
3978,259277	-66,235664
3983,642578	-79,019997
3989,025879	-71,081886
3994,409180	-73,214607
3999,792480	-80,210388
4005,175781	-69,720451
4010,559082	-81,182327
4015,942383	-78,469429
4021,325684	-80,832794
4026,708984	-84,239113
4032,092285	-70,685745
4037,475586	-71,858650
4042,858887	-74,055466
4048,242188	-71,317528
4053,625488	-63,642841
4059,008789	-65,036758
4064,392090	-66,205147
4069,775391	-67,335480
4075,158691	-71,371437
4080,541992	-70,080254
4085,925293	-71,875381
4091,308594	-72,529366
4096,691895	-77,023079
4102,075195	-77,511597
4107,458496	-73,982262
4112,841797	-86,061928
4118,225098	-83,361870
4123,608398	-79,694656
4128,991699	-77,266487
4134,375000	-70,578720
4139,758301	-69,720978
4145,141602	-65,234718
4150,524902	-73,012611
4155,908203	-68,710739
4161,291504	-65,073395
4166,674805	-63,035347
4172,058105	-68,866127
4177,441406	-77,031258
4182,824707	-65,140144
4188,208008	-63,910446
4193,591309	-64,604263
4198,974609	-70,463211
4204,357910	-68,305481
4209,741211	-67,614426
4215,124512	-82,083519
4220,507812	-76,756706
4225,891113	-76,252243
4231,274414	-76,678558
4236,657715	-67,313110
4242,041016	-63,596291
4247,424316	-61,581680
4252,807617	-66,247543
4258,190918	-76,429405
4263,574219	-68,909836
4268,957520	-71,431053
4274,340820	-62,914497
4279,724121	-58,677059
4285,107422	-63,322277
4290,490723	-64,595558
4295,874023	-51,942986
4301,257324	-51,270264
4306,640625	-58,018345
4312,023926	-57,067410
4317,407227	-50,412243
4322,790527	-53,115692
4328,173828	-53,933716
4333,557129	-53,028847
4338,940430	-47,881435
4344,323730	-41,826508
4349,707031	-47,160191
4355,090332	-42,099850
4360,473633	-41,717125
4365,856934	-18,072266
4371,240234	-13,050114
4376,623535	-18,915482
4382,006836	-34,993378
4387,390137	-41,686893
4392,773438	-41,587669
4398,156738	-54,883564
4403,540039	-46,217796
4408,923340	-54,219826
4414,306641	-47,134022
4419,689941	-43,346954
4425,073242	-46,164082
4430,456543	-50,154224
4435,839844	-51,337704
4441,223145	-55,702030
4446,606445	-56,923847
4451,989746	-56,052696
4457,373047	-60,028721
4462,756348	-66,060089
4468,139648	-61,948269
4473,522949	-61,501377
4478,906250	-67,015404
4484,289551	-78,226524
4489,672852	-70,032051
4495,056152	-81,199821
4500,439453	-73,683617
4505,822754	-71,080757
4511,206055	-70,974953
4516,589355	-85,399948
4521,972656	-70,017105
4527,355957	-66,437698
4532,739258	-69,124748
4538,122559	-66,224831
4543,505859	-62,766399
4548,889160	-62,317162
4554,272461	-62,660908
4559,655762	-63,148403
4565,039062	-70,958519
4570,422363	-64,551964
4575,805664	-67,064110
4581,188965	-63,120895
4586,572266	-68,521767
4591,955566	-62,607273
4597,338867	-61,131756
4602,722168	-63,367821
4608,105469	-61,797756
4613,488770	-68,722565
4618,872070	-76,313965
4624,255371	-75,104843
4629,638672	-65,798424
4635,021973	-66,392479
4640,405273	-68,735245
4645,788574	-76,755119
4651,171875	-76,217819
4656,555176	-66,866180
4661,938477	-69,100677
4667,321777	-76,639755
4672,705078	-86,140533
4678,088379	-71,296967
4683,471680	-70,922905
4688,854980	-68,882965
4694,238281	-76,257507
4699,621582	-67,443550
4705,004883	-66,445213
4710,388184	-70,095940
4715,771484	-73,874702
4721,154785	-79,206673
4726,538086	-68,053261
4731,921387	-61,566525
4737,304688	-60,588280
4742,687988	-58,910427
4748,071289	-58,162346
4753,454590	-58,630795
4758,837891	-56,580994
4764,221191	-58,028801
4769,604492	-59,124180
4774,987793	-57,962696
4780,371094	-60,688736
4785,754395	-65,427132
4791,137695	-69,148483
4796,520996	-64,100441
4801,904297	-77,650444
4807,287598	-64,431931
4812,670898	-72,443237
4818,054199	-63,795719
4823,437500	-60,462540
4828,820801	-64,160126
4834,204102	-57,000710
4839,587402	-51,220749
4844,970703	-53,007126
4850,354004	-53,762257
4855,737305	-54,155548
4861,120605	-51,339264
4866,503906	-49,820984
4871,887207	-59,240658
4877,270508	-50,638420
4882,653809	-51,090351
4888,037109	-48,819344
4893,420410	-49,387917
4898,803711	-46,985416
4904,187012	-38,457653
4909,570312	-25,561394
4914,953613	-16,662371
4920,336914	-20,127687
4925,720215	-34,655266
4931,103516	-52,156925
4936,486816	-52,155491
4941,870117	-47,544540
4947,253418	-47,188713
4952,636719	-52,687328
4958,020020	-50,402618
4963,403320	-44,462902
4968,786621	-47,534481
4974,169922	-50,181854
4979,553223	-77,678719
4984,936523	-60,139568
4990,319824	-63,838974
4995,703125	-67,183601
5001,086426	-71,901306
5006,469727	-66,551048
5011,853027	-77,146385
5017,236328	-60,924900
5022,619629	-62,428680
5028,002930	-68,363243
5033,386230	-68,885437
5038,769531	-58,184006
5044,152832	-56,053482
5049,536133	-57,389141
5054,919434	-61,447838
5060,302734	-71,188889
5065,686035	-60,036167
5071,069336	-58,081379
5076,452637	-69,320694
5081,835938	-58,208866
5087,219238	-58,601646
5092,602539	-72,480568
5097,985840	-70,982986
5103,369141	-71,375504
5108,752441	-79,282753
5114,135742	-70,622444
5119,519043	-77,914200
5124,902344	-73,070663
5130,285645	-67,031448
5135,668945	-62,277958
5141,052246	-63,816360
5146,435547	-65,828362
5151,818848	-71,785797
5157,202148	-67,194427
5162,585449	-65,969856
5167,968750	-69,558830
5173,352051	-75,241287
5178,735352	-65,901413
5184,118652	-67,024429
5189,501953	-72,744522
5194,885254	-72,567024
5200,268555	-77,312370
5205,651855	-79,544563
5211,035156	-76,312813
5216,418457	-71,233131
5221,801758	-71,989212
5227,185059	-77,055618
5232,568359	-94,419060
5237,951660	-83,431656
5243,334961	-78,140694
5248,718262	-83,584015
5254,101562	-75,001572
5259,484863	-68,240273
5264,868164	-71,292923
5270,251465	-81,211357
5275,634766	-85,413956
5281,018066	-81,710320
5286,401367	-80,451591
5291,784668	-83,990242
5297,167969	-72,881828
5302,551270	-64,972351
5307,934570	-71,989578
5313,317871	-60,072891
5318,701172	-62,351780
5324,084473	-57,917553
5329,467773	-59,549751
5334,851074	-63,185101
5340,234375	-61,433811
5345,617676	-70,508018
5351,000977	-68,571968
5356,384277	-72,649223
5361,767578	-69,783569
5367,150879	-65,290779
5372,534180	-62,216698
5377,917480	-59,991360
5383,300781	-52,808498
5388,684082	-51,985989
5394,067383	-64,399940
5399,450684	-68,424240
5404,833984	-61,985123
5410,217285	-70,164017
5415,600586	-66,911964
5420,983887	-65,255615
5426,367188	-59,351017
5431,750488	-63,584023
5437,133789	-50,597778
5442,517090	-48,157520
5447,900391	-44,442959
5453,283691	-43,743229
5458,666992	-39,899803
5464,050293	-38,377346
5469,433594	-40,964268
5474,816895	-45,695805
5480,200195	-47,778145
5485,583496	-49,230083
5490,966797	-60,331047
5496,350098	-64,275780
5501,733398	-60,982090
5507,116699	-58,860191
5512,500000	-62,365337
5517,883301	-63,215176
5523,266602	-67,048210
5528,649902	-72,876709
5534,033203	-78,877167
5539,416504	-83,601357
5544,799805	-71,188644
5550,183105	-67,879616
5555,566406	-72,275803
5560,949707	-72,242813
5566,333008	-68,798401
5571,716309	-67,208382
5577,099609	-71,288849
5582,482910	-67,540833
5587,866211	-73,455849
5593,249512	-73,150330
5598,632812	-69,299492
5604,016113	-70,235260
5609,399414	-79,825745
5614,782715	-75,895020
5620,166016	-76,074821
5625,549316	-76,714081
5630,932617	-82,413155
5636,315918	-81,425423
5641,699219	-81,981186
5647,082520	-78,148521
5652,465820	-84,809685
5657,849121	-75,309738
5663,232422	-89,121918
5668,615723	-89,492828
5673,999023	-75,829575
5679,382324	-76,145927
5684,765625	-72,545952
5690,148926	-68,051445
5695,532227	-68,192825
5700,915527	-65,277214
5706,298828	-65,011879
5711,682129	-66,598198
5717,065430	-66,756004
5722,448730	-68,284897
5727,832031	-72,263367
5733,215332	-80,047409
5738,598633	-69,153297
5743,981934	-69,982529
5749,365234	-71,712189
5754,748535	-67,892242
5760,131836	-72,855606
5765,515137	-76,076668
5770,898438	-78,948631
5776,281738	-73,072205
5781,665039	-73,799210
5787,048340	-74,395409
5792,431641	-67,226601
5797,814941	-71,167747
5803,198242	-75,819351
5808,581543	-73,477180
5813,964844	-67,440948
5819,348145	-58,834358
5824,731445	-57,236172
5830,114746	-56,985405
5835,498047	-58,170792
5840,881348	-62,941139
5846,264648	-72,687439
5851,647949	-64,238205
5857,031250	-74,780762
5862,414551	-61,908741
5867,797852	-64,437317
5873,181152	-60,101543
5878,564453	-62,098927
5883,947754	-58,740219
5889,331055	-54,593857
5894,714355	-58,058186
5900,097656	-56,603420
5905,480957	-58,928143
5910,864258	-66,266945
5916,247559	-61,269451
5921,630859	-60,989326
5927,014160	-59,395599
5932,397461	-45,898186
5937,780762	-46,551083
5943,164062	-59,875412
5948,547363	-67,969711
5953,930664	-61,406521
5959,313965	-62,096878
5964,697266	-60,206200
5970,080566	-61,064983
5975,463867	-53,790546
5980,847168	-57,919983
5986,230469	-59,910477
5991,613770	-55,523132
5996,997070	-43,117836
6002,380371	-38,626278
6007,763672	-28,459436
6013,146973	-29,438105
6018,530273	-44,142078
6023,913574	-45,953968
6029,296875	-49,213242
6034,680176	-51,810055
6040,063477	-63,640209
6045,446777	-65,920425
6050,830078	-74,067078
6056,213379	-61,007668
6061,596680	-59,056690
6066,979980	-59,225182
6072,363281	-64,220642
6077,746582	-60,617363
6083,129883	-54,835598
6088,513184	-51,956448
6093,896484	-59,530819
6099,279785	-59,033249
6104,663086	-59,634830
6110,046387	-76,085915
6115,429688	-58,137829
6120,812988	-55,627060
6126,196289	-58,261433
6131,579590	-61,424652
6136,962891	-66,421402
6142,346191	-82,348740
6147,729492	-75,375504
6153,112793	-76,854073
6158,496094	-73,822281
6163,879395	-77,080101
6169,262695	-79,522308
6174,645996	-81,338196
6180,029297	-86,363365
6185,412598	-91,993393
6190,795898	-96,786858
6196,179199	-85,553894
6201,562500	-86,088570
6206,945801	-84,814003
6212,329102	-96,708961
6217,712402	-100,282417
6223,095703	-82,077347
6228,479004	-79,622833
6233,862305	-85,579102
6239,245605	-96,594284
6244,628906	-90,939415
6250,012207	-86,816185
6255,395508	-90,238747
6260,778809	-90,919678
6266,162109	-84,927841
6271,545410	-78,465103
6276,928711	-76,947830
6282,312012	-76,607170
6287,695312	-78,003433
6293,078613	-87,583794
6298,461914	-79,841125
6303,845215	-82,020943
6309,228516	-81,639099
6314,611816	-77,603020
6319,995117	-77,096146
6325,378418	-83,353111
6330,761719	-77,362083
6336,145020	-79,658035
6341,528320	-78,120560
